symbol_id,lookback,candle_interval,macd_fast,macd_slow,macd_signal,stoch_k_len,stoch_d_len,cci_len,ema_fast,ema_mid,ema_slow,rsi_len,atr_len,atr_baseline_len,volume_sma_len,bb_len,bb_std_mult,donchian_len,adx_len,atr_percentile_window,macro_ema_period,type,side,win_rate,net_return,max_drawdown,calmar_ratio,run_timestamp
1,YTD,15m,8,26,9,14,5,20,12,34,55,14,7,100,20,14,1.5,20,14,120,0,,,72.0,21.54084712922884,-0.0190839071311136,64.1785515404493,2026-04-25 16:29:07.640550
1,YTD,15m,12,21,7,10,3,14,8,34,89,7,14,100,20,14,2.0,20,14,120,50,,,66.66666666666666,21.830685874606388,-0.0422474893213675,25.56291788118441,2026-04-25 16:30:12.697548
1,YTD,15m,12,21,7,10,3,14,12,21,55,14,7,100,10,14,2.0,14,14,60,50,,,69.56521739130434,20.08101991204,-0.0271314880597186,47.37432701868667,2026-04-25 16:30:29.828202
1,YTD,15m,12,21,7,10,3,20,8,21,89,7,14,100,10,14,2.0,20,7,120,50,,,65.0,21.249902330919195,-0.0109257130530958,142.57328929277912,2026-04-25 16:31:38.565604
1,YTD,15m,12,21,7,10,3,20,8,21,89,14,7,100,10,20,1.5,14,14,120,50,,,73.07692307692307,21.151657850514766,-0.017765537493745,70.3715655302712,2026-04-25 16:31:42.411916
1,YTD,15m,12,21,7,10,3,20,8,34,55,7,14,60,10,14,1.5,20,7,120,0,,,65.21739130434783,21.00591443768832,-0.0186573358460136,57.746290329893576,2026-04-25 16:31:49.779587
1,YTD,15m,12,21,7,10,3,20,12,34,89,7,7,60,10,20,2.0,20,7,60,0,,,72.22222222222221,21.687198861503926,-0.0279062391022272,44.55096884131392,2026-04-25 16:32:59.067298
1,YTD,15m,12,21,7,10,5,14,8,21,55,7,14,60,10,14,1.5,20,14,60,50,,,66.66666666666666,20.267479490250743,-0.0282170628400266,38.75934703916538,2026-04-25 16:33:17.771038
1,YTD,15m,12,21,7,10,5,14,12,34,55,7,14,60,20,14,1.5,14,7,60,0,,,69.44444444444444,24.93459515486602,-0.0375036740563841,33.370179969368074,2026-04-25 16:34:38.472929
1,YTD,15m,12,21,7,10,5,14,12,34,55,7,14,100,20,14,1.5,14,7,120,50,,,72.72727272727273,22.25629533187551,-0.0263548574541065,42.50626974734887,2026-04-25 16:34:40.620214
1,YTD,15m,12,21,7,10,5,14,12,34,89,7,7,60,20,20,2.0,20,14,120,50,,,81.81818181818183,21.667748922794715,-0.0237816792174294,60.2694406072803,2026-04-25 16:34:49.282044
1,YTD,15m,12,21,7,10,5,20,8,21,55,14,7,100,10,14,1.5,20,7,60,0,,,71.42857142857143,24.22719148221601,-0.0289399528198064,55.81687786527908,2026-04-25 16:35:10.342816
