entry_idx,exit_idx,entry,exit,qty,pnl,exit_type,equity
15297,15396,64889.4895,66201.3915,0.4863051115832822,-637.9846484963284,max_bars_exit,45368.3476921875
15309,15328,64668.48,65195.59542857143,1.7213818922031285,-907.3669538437499,stop_loss,44460.980738343744
15444,15543,65639.795,64884.855,0.2764002984956906,208.6656413463353,max_bars_exit,44669.64637969008
15452,15551,65481.25,64927.1365,0.2786065647443937,154.37965871349246,max_bars_exit,44824.02603840357
15455,15554,65382.85,64603.2271,0.23687263478051027,184.67133045822277,max_bars_exit,45008.697368861795
15461,15560,64769.05,64121.785,0.2522847316683059,163.29507684328587,max_bars_exit,45171.99244570508
15470,15569,64783.54,64183.6615,0.703318809222801,421.90583229835926,max_bars_exit,45593.89827800344
15481,15558,64613.3545,63775.79426891274,0.9488343455156344,794.7059136936073,trailing_stop,46388.60419169705
15484,15497,64689.32,63962.45537962703,1.1400279828172584,828.6460069450328,trailing_stop,47217.25019864208
15485,15558,64605.5175,63772.86542962702,1.119028503314895,931.7614000915288,trailing_stop,48149.01159873361
15486,15581,64481.085,63691.301056685435,1.0655945732290795,841.5894840194619,trailing_stop,48990.60108275307
15495,15594,64166.435,62969.86038777269,1.1137321784368366,1332.6636495381292,trailing_stop,50323.2647322912
15561,15594,64121.785,62978.279893508094,0.8273207775859412,946.0455338763813,trailing_stop,51269.31026616758
15578,15594,63848.798,62971.30760524601,1.0935770674653906,959.60337262412,trailing_stop,52228.9136387917
15614,15713,62892.255,62947.78,1.1816505131371011,-65.61114474193926,max_bars_exit,52163.30249404976
15616,15715,63140.39,62825.6995,1.1181887924427465,351.88339018820074,max_bars_exit,52515.185884237966
15636,15725,63055.152,63727.44328571428,1.562274775834492,-1050.3037176847592,stop_loss,51464.88216655321
15680,15725,63135.745,63651.70028571429,1.994935747011706,-1029.2976433310641,stop_loss,50435.58452322215
15693,15719,63077.193,63555.178053483425,2.1103414910429206,-1008.7116904644431,stop_loss,49426.872832757705
15695,15719,63000.4685,63430.40909817029,2.299241943798994,-988.5374566551542,stop_loss,48438.33537610255
15710,15726,62797.185,63825.03696410971,0.942515791523693,-968.766707522051,stop_loss,47469.5686685805
