trail_act,trail_dist,tp_mult,adx_thresh,sl_mult,risk_pct,n,wr,pf,ret,mdd,calmar
0.5,0.3,8.0,10,1.5,0.02,66,45.5,0.822,-7.44,-16.69,-0.45
0.5,0.3,8.0,10,1.5,0.025,66,45.5,0.865,-5.85,-17.03,-0.34
0.5,0.3,8.0,10,1.5,0.03,66,45.5,0.867,-5.79,-17.02,-0.34
0.5,0.3,8.0,10,2.0,0.02,66,47.0,0.687,-13.36,-20.17,-0.66
0.5,0.3,8.0,10,2.0,0.025,66,47.0,0.716,-12.82,-21.02,-0.61
0.5,0.3,8.0,10,2.0,0.03,66,47.0,0.747,-11.86,-21.74,-0.55
0.5,0.3,8.0,14,1.5,0.02,61,49.2,0.836,-6.77,-16.09,-0.42
0.5,0.3,8.0,14,1.5,0.025,61,49.2,0.879,-5.16,-16.42,-0.31
0.5,0.3,8.0,14,1.5,0.03,61,49.2,0.882,-5.1,-16.41,-0.31
0.5,0.3,8.0,14,2.0,0.02,61,50.8,0.698,-12.76,-19.62,-0.65
0.5,0.3,8.0,14,2.0,0.025,61,50.8,0.726,-12.2,-20.47,-0.6
0.5,0.3,8.0,14,2.0,0.03,61,50.8,0.758,-11.22,-21.19,-0.53
0.5,0.3,8.0,18,1.5,0.02,44,50.0,0.975,-0.75,-11.9,-0.06
0.5,0.3,8.0,18,1.5,0.025,44,50.0,1.019,0.61,-12.68,0.05
0.5,0.3,8.0,18,1.5,0.03,44,50.0,1.017,0.55,-12.76,0.04
0.5,0.3,8.0,18,2.0,0.02,44,50.0,0.75,-8.11,-15.36,-0.53
0.5,0.3,8.0,18,2.0,0.025,44,50.0,0.776,-7.8,-16.5,-0.47
0.5,0.3,8.0,18,2.0,0.03,44,50.0,0.808,-7.04,-17.44,-0.4
0.5,0.3,16.0,10,1.5,0.02,66,45.5,0.841,-6.65,-16.69,-0.4
0.5,0.3,16.0,10,1.5,0.025,66,45.5,0.888,-4.86,-17.03,-0.29
0.5,0.3,16.0,10,1.5,0.03,66,45.5,0.891,-4.78,-17.02,-0.28
0.5,0.3,16.0,10,2.0,0.02,66,47.0,0.701,-12.79,-20.17,-0.63
0.5,0.3,16.0,10,2.0,0.025,66,47.0,0.731,-12.12,-21.02,-0.58
0.5,0.3,16.0,10,2.0,0.03,66,47.0,0.765,-11.02,-21.74,-0.51
0.5,0.3,16.0,14,1.5,0.02,61,49.2,0.855,-5.98,-16.09,-0.37
0.5,0.3,16.0,14,1.5,0.025,61,49.2,0.903,-4.17,-16.42,-0.25
0.5,0.3,16.0,14,1.5,0.03,61,49.2,0.905,-4.08,-16.41,-0.25
0.5,0.3,16.0,14,2.0,0.02,61,50.8,0.712,-12.19,-19.62,-0.62
0.5,0.3,16.0,14,2.0,0.025,61,50.8,0.743,-11.49,-20.47,-0.56
0.5,0.3,16.0,14,2.0,0.03,61,50.8,0.776,-10.37,-21.19,-0.49
0.5,0.3,16.0,18,1.5,0.02,44,50.0,1.003,0.1,-11.9,0.01
0.5,0.3,16.0,18,1.5,0.025,44,50.0,1.053,1.67,-12.68,0.13
0.5,0.3,16.0,18,1.5,0.03,44,50.0,1.051,1.63,-12.76,0.13
0.5,0.3,16.0,18,2.0,0.02,44,50.0,0.769,-7.5,-15.36,-0.49
0.5,0.3,16.0,18,2.0,0.025,44,50.0,0.798,-7.06,-16.5,-0.43
0.5,0.3,16.0,18,2.0,0.03,44,50.0,0.832,-6.16,-17.44,-0.35
0.5,0.3,32.0,10,1.5,0.02,66,45.5,0.841,-6.65,-16.69,-0.4
0.5,0.3,32.0,10,1.5,0.025,66,45.5,0.888,-4.86,-17.03,-0.29
0.5,0.3,32.0,10,1.5,0.03,66,45.5,0.891,-4.78,-17.02,-0.28
0.5,0.3,32.0,10,2.0,0.02,66,47.0,0.701,-12.79,-20.17,-0.63
0.5,0.3,32.0,10,2.0,0.025,66,47.0,0.731,-12.12,-21.02,-0.58
0.5,0.3,32.0,10,2.0,0.03,66,47.0,0.765,-11.02,-21.74,-0.51
0.5,0.3,32.0,14,1.5,0.02,61,49.2,0.855,-5.98,-16.09,-0.37
0.5,0.3,32.0,14,1.5,0.025,61,49.2,0.903,-4.17,-16.42,-0.25
0.5,0.3,32.0,14,1.5,0.03,61,49.2,0.905,-4.08,-16.41,-0.25
0.5,0.3,32.0,14,2.0,0.02,61,50.8,0.712,-12.19,-19.62,-0.62
0.5,0.3,32.0,14,2.0,0.025,61,50.8,0.743,-11.49,-20.47,-0.56
0.5,0.3,32.0,14,2.0,0.03,61,50.8,0.776,-10.37,-21.19,-0.49
0.5,0.3,32.0,18,1.5,0.02,44,50.0,1.003,0.1,-11.9,0.01
0.5,0.3,32.0,18,1.5,0.025,44,50.0,1.053,1.67,-12.68,0.13
0.5,0.3,32.0,18,1.5,0.03,44,50.0,1.051,1.63,-12.76,0.13
0.5,0.3,32.0,18,2.0,0.02,44,50.0,0.769,-7.5,-15.36,-0.49
0.5,0.3,32.0,18,2.0,0.025,44,50.0,0.798,-7.06,-16.5,-0.43
0.5,0.3,32.0,18,2.0,0.03,44,50.0,0.832,-6.16,-17.44,-0.35
0.5,0.3,999.0,10,1.5,0.02,66,45.5,0.841,-6.65,-16.69,-0.4
0.5,0.3,999.0,10,1.5,0.025,66,45.5,0.888,-4.86,-17.03,-0.29
0.5,0.3,999.0,10,1.5,0.03,66,45.5,0.891,-4.78,-17.02,-0.28
0.5,0.3,999.0,10,2.0,0.02,66,47.0,0.701,-12.79,-20.17,-0.63
0.5,0.3,999.0,10,2.0,0.025,66,47.0,0.731,-12.12,-21.02,-0.58
0.5,0.3,999.0,10,2.0,0.03,66,47.0,0.765,-11.02,-21.74,-0.51
0.5,0.3,999.0,14,1.5,0.02,61,49.2,0.855,-5.98,-16.09,-0.37
0.5,0.3,999.0,14,1.5,0.025,61,49.2,0.903,-4.17,-16.42,-0.25
0.5,0.3,999.0,14,1.5,0.03,61,49.2,0.905,-4.08,-16.41,-0.25
0.5,0.3,999.0,14,2.0,0.02,61,50.8,0.712,-12.19,-19.62,-0.62
0.5,0.3,999.0,14,2.0,0.025,61,50.8,0.743,-11.49,-20.47,-0.56
0.5,0.3,999.0,14,2.0,0.03,61,50.8,0.776,-10.37,-21.19,-0.49
0.5,0.3,999.0,18,1.5,0.02,44,50.0,1.003,0.1,-11.9,0.01
0.5,0.3,999.0,18,1.5,0.025,44,50.0,1.053,1.67,-12.68,0.13
0.5,0.3,999.0,18,1.5,0.03,44,50.0,1.051,1.63,-12.76,0.13
0.5,0.3,999.0,18,2.0,0.02,44,50.0,0.769,-7.5,-15.36,-0.49
0.5,0.3,999.0,18,2.0,0.025,44,50.0,0.798,-7.06,-16.5,-0.43
0.5,0.3,999.0,18,2.0,0.03,44,50.0,0.832,-6.16,-17.44,-0.35
0.5,0.5,8.0,10,1.5,0.02,65,33.8,0.738,-11.61,-20.93,-0.55
0.5,0.5,8.0,10,1.5,0.025,65,33.8,0.783,-9.99,-21.39,-0.47
0.5,0.5,8.0,10,1.5,0.03,65,33.8,0.784,-10.03,-21.42,-0.47
0.5,0.5,8.0,10,2.0,0.02,65,35.4,0.616,-17.25,-23.79,-0.73
0.5,0.5,8.0,10,2.0,0.025,65,35.4,0.643,-16.94,-24.7,-0.69
0.5,0.5,8.0,10,2.0,0.03,65,35.4,0.675,-16.07,-25.42,-0.63
0.5,0.5,8.0,14,1.5,0.02,60,36.7,0.765,-10.15,-19.62,-0.52
0.5,0.5,8.0,14,1.5,0.025,60,36.7,0.811,-8.47,-20.07,-0.42
0.5,0.5,8.0,14,1.5,0.03,60,36.7,0.812,-8.52,-20.09,-0.42
0.5,0.5,8.0,14,2.0,0.02,60,38.3,0.636,-16.03,-22.66,-0.71
0.5,0.5,8.0,14,2.0,0.025,60,38.3,0.664,-15.61,-23.49,-0.66
0.5,0.5,8.0,14,2.0,0.03,60,38.3,0.697,-14.65,-24.19,-0.61
0.5,0.5,8.0,18,1.5,0.02,44,38.6,0.885,-3.63,-15.26,-0.24
0.5,0.5,8.0,18,1.5,0.025,44,38.6,0.939,-2.03,-16.06,-0.13
0.5,0.5,8.0,18,1.5,0.03,44,38.6,0.936,-2.16,-16.16,-0.13
0.5,0.5,8.0,18,2.0,0.02,44,38.6,0.68,-10.81,-18.39,-0.59
0.5,0.5,8.0,18,2.0,0.025,44,38.6,0.711,-10.51,-19.65,-0.53
0.5,0.5,8.0,18,2.0,0.03,44,38.6,0.748,-9.64,-20.62,-0.47
0.5,0.5,16.0,10,1.5,0.02,65,33.8,0.75,-11.07,-20.93,-0.53
0.5,0.5,16.0,10,1.5,0.025,65,33.8,0.798,-9.31,-21.39,-0.44
0.5,0.5,16.0,10,1.5,0.03,65,33.8,0.799,-9.34,-21.42,-0.44
0.5,0.5,16.0,10,2.0,0.02,65,35.4,0.625,-16.86,-23.79,-0.71
0.5,0.5,16.0,10,2.0,0.025,65,35.4,0.654,-16.46,-24.7,-0.67
0.5,0.5,16.0,10,2.0,0.03,65,35.4,0.687,-15.5,-25.42,-0.61
0.5,0.5,16.0,14,1.5,0.02,60,36.7,0.778,-9.59,-19.62,-0.49
0.5,0.5,16.0,14,1.5,0.025,60,36.7,0.827,-7.78,-20.07,-0.39
0.5,0.5,16.0,14,1.5,0.03,60,36.7,0.828,-7.81,-20.09,-0.39
0.5,0.5,16.0,14,2.0,0.02,60,38.3,0.645,-15.63,-22.66,-0.69
0.5,0.5,16.0,14,2.0,0.025,60,38.3,0.675,-15.12,-23.49,-0.64
0.5,0.5,16.0,14,2.0,0.03,60,38.3,0.709,-14.07,-24.19,-0.58
0.5,0.5,16.0,18,1.5,0.02,44,38.6,0.904,-3.04,-15.26,-0.2
0.5,0.5,16.0,18,1.5,0.025,44,38.6,0.961,-1.3,-16.06,-0.08
0.5,0.5,16.0,18,1.5,0.03,44,38.6,0.958,-1.4,-16.16,-0.09
0.5,0.5,16.0,18,2.0,0.02,44,38.6,0.693,-10.39,-18.39,-0.57
0.5,0.5,16.0,18,2.0,0.025,44,38.6,0.726,-9.99,-19.65,-0.51
0.5,0.5,16.0,18,2.0,0.03,44,38.6,0.765,-9.02,-20.62,-0.44
0.5,0.5,32.0,10,1.5,0.02,65,33.8,0.75,-11.07,-20.93,-0.53
0.5,0.5,32.0,10,1.5,0.025,65,33.8,0.798,-9.31,-21.39,-0.44
0.5,0.5,32.0,10,1.5,0.03,65,33.8,0.799,-9.34,-21.42,-0.44
0.5,0.5,32.0,10,2.0,0.02,65,35.4,0.625,-16.86,-23.79,-0.71
0.5,0.5,32.0,10,2.0,0.025,65,35.4,0.654,-16.46,-24.7,-0.67
0.5,0.5,32.0,10,2.0,0.03,65,35.4,0.687,-15.5,-25.42,-0.61
0.5,0.5,32.0,14,1.5,0.02,60,36.7,0.778,-9.59,-19.62,-0.49
0.5,0.5,32.0,14,1.5,0.025,60,36.7,0.827,-7.78,-20.07,-0.39
0.5,0.5,32.0,14,1.5,0.03,60,36.7,0.828,-7.81,-20.09,-0.39
0.5,0.5,32.0,14,2.0,0.02,60,38.3,0.645,-15.63,-22.66,-0.69
0.5,0.5,32.0,14,2.0,0.025,60,38.3,0.675,-15.12,-23.49,-0.64
0.5,0.5,32.0,14,2.0,0.03,60,38.3,0.709,-14.07,-24.19,-0.58
0.5,0.5,32.0,18,1.5,0.02,44,38.6,0.904,-3.04,-15.26,-0.2
0.5,0.5,32.0,18,1.5,0.025,44,38.6,0.961,-1.3,-16.06,-0.08
0.5,0.5,32.0,18,1.5,0.03,44,38.6,0.958,-1.4,-16.16,-0.09
0.5,0.5,32.0,18,2.0,0.02,44,38.6,0.693,-10.39,-18.39,-0.57
0.5,0.5,32.0,18,2.0,0.025,44,38.6,0.726,-9.99,-19.65,-0.51
0.5,0.5,32.0,18,2.0,0.03,44,38.6,0.765,-9.02,-20.62,-0.44
0.5,0.5,999.0,10,1.5,0.02,65,33.8,0.75,-11.07,-20.93,-0.53
0.5,0.5,999.0,10,1.5,0.025,65,33.8,0.798,-9.31,-21.39,-0.44
0.5,0.5,999.0,10,1.5,0.03,65,33.8,0.799,-9.34,-21.42,-0.44
0.5,0.5,999.0,10,2.0,0.02,65,35.4,0.625,-16.86,-23.79,-0.71
0.5,0.5,999.0,10,2.0,0.025,65,35.4,0.654,-16.46,-24.7,-0.67
0.5,0.5,999.0,10,2.0,0.03,65,35.4,0.687,-15.5,-25.42,-0.61
0.5,0.5,999.0,14,1.5,0.02,60,36.7,0.778,-9.59,-19.62,-0.49
0.5,0.5,999.0,14,1.5,0.025,60,36.7,0.827,-7.78,-20.07,-0.39
0.5,0.5,999.0,14,1.5,0.03,60,36.7,0.828,-7.81,-20.09,-0.39
0.5,0.5,999.0,14,2.0,0.02,60,38.3,0.645,-15.63,-22.66,-0.69
0.5,0.5,999.0,14,2.0,0.025,60,38.3,0.675,-15.12,-23.49,-0.64
0.5,0.5,999.0,14,2.0,0.03,60,38.3,0.709,-14.07,-24.19,-0.58
0.5,0.5,999.0,18,1.5,0.02,44,38.6,0.904,-3.04,-15.26,-0.2
0.5,0.5,999.0,18,1.5,0.025,44,38.6,0.961,-1.3,-16.06,-0.08
0.5,0.5,999.0,18,1.5,0.03,44,38.6,0.958,-1.4,-16.16,-0.09
0.5,0.5,999.0,18,2.0,0.02,44,38.6,0.693,-10.39,-18.39,-0.57
0.5,0.5,999.0,18,2.0,0.025,44,38.6,0.726,-9.99,-19.65,-0.51
0.5,0.5,999.0,18,2.0,0.03,44,38.6,0.765,-9.02,-20.62,-0.44
0.5,0.8,8.0,10,1.5,0.02,64,35.9,0.671,-14.46,-22.47,-0.64
0.5,0.8,8.0,10,1.5,0.025,64,35.9,0.718,-12.84,-22.84,-0.56
0.5,0.8,8.0,10,1.5,0.03,64,35.9,0.718,-12.96,-22.97,-0.56
0.5,0.8,8.0,10,2.0,0.02,64,35.9,0.559,-19.72,-24.7,-0.8
0.5,0.8,8.0,10,2.0,0.025,64,35.9,0.587,-19.43,-25.54,-0.76
0.5,0.8,8.0,10,2.0,0.03,64,35.9,0.62,-18.53,-26.07,-0.71
0.5,0.8,8.0,14,1.5,0.02,59,39.0,0.704,-12.63,-20.8,-0.61
0.5,0.8,8.0,14,1.5,0.025,59,39.0,0.752,-10.93,-21.15,-0.52
0.5,0.8,8.0,14,1.5,0.03,59,39.0,0.752,-11.06,-21.28,-0.52
0.5,0.8,8.0,14,2.0,0.02,59,39.0,0.582,-18.19,-23.26,-0.78
0.5,0.8,8.0,14,2.0,0.025,59,39.0,0.612,-17.75,-23.99,-0.74
0.5,0.8,8.0,14,2.0,0.03,59,39.0,0.647,-16.74,-24.45,-0.68
0.5,0.8,8.0,18,1.5,0.02,43,39.5,0.844,-4.84,-14.77,-0.33
0.5,0.8,8.0,18,1.5,0.025,43,39.5,0.907,-3.01,-15.13,-0.2
0.5,0.8,8.0,18,1.5,0.03,43,39.5,0.904,-3.13,-15.17,-0.21
0.5,0.8,8.0,18,2.0,0.02,43,39.5,0.652,-11.54,-17.88,-0.65
0.5,0.8,8.0,18,2.0,0.025,43,39.5,0.687,-11.08,-18.76,-0.59
0.5,0.8,8.0,18,2.0,0.03,43,39.5,0.73,-9.99,-19.33,-0.52
0.5,0.8,16.0,10,1.5,0.02,64,35.9,0.676,-14.24,-22.47,-0.63
0.5,0.8,16.0,10,1.5,0.025,64,35.9,0.724,-12.57,-22.84,-0.55
0.5,0.8,16.0,10,1.5,0.03,64,35.9,0.724,-12.69,-22.97,-0.55
0.5,0.8,16.0,10,2.0,0.02,64,35.9,0.563,-19.57,-24.7,-0.79
0.5,0.8,16.0,10,2.0,0.025,64,35.9,0.591,-19.24,-25.54,-0.75
0.5,0.8,16.0,10,2.0,0.03,64,35.9,0.624,-18.3,-26.07,-0.7
0.5,0.8,16.0,14,1.5,0.02,59,39.0,0.709,-12.41,-20.8,-0.6
0.5,0.8,16.0,14,1.5,0.025,59,39.0,0.758,-10.66,-21.15,-0.5
0.5,0.8,16.0,14,1.5,0.03,59,39.0,0.758,-10.78,-21.28,-0.51
0.5,0.8,16.0,14,2.0,0.02,59,39.0,0.586,-18.03,-23.26,-0.78
0.5,0.8,16.0,14,2.0,0.025,59,39.0,0.616,-17.56,-23.99,-0.73
0.5,0.8,16.0,14,2.0,0.03,59,39.0,0.652,-16.51,-24.45,-0.68
0.5,0.8,16.0,18,1.5,0.02,43,39.5,0.852,-4.6,-14.77,-0.31
0.5,0.8,16.0,18,1.5,0.025,43,39.5,0.916,-2.71,-15.13,-0.18
0.5,0.8,16.0,18,1.5,0.03,43,39.5,0.914,-2.83,-15.17,-0.19
0.5,0.8,16.0,18,2.0,0.02,43,39.5,0.657,-11.37,-17.88,-0.64
0.5,0.8,16.0,18,2.0,0.025,43,39.5,0.693,-10.87,-18.76,-0.58
0.5,0.8,16.0,18,2.0,0.03,43,39.5,0.736,-9.74,-19.33,-0.5
0.5,0.8,32.0,10,1.5,0.02,64,35.9,0.676,-14.24,-22.47,-0.63
0.5,0.8,32.0,10,1.5,0.025,64,35.9,0.724,-12.57,-22.84,-0.55
0.5,0.8,32.0,10,1.5,0.03,64,35.9,0.724,-12.69,-22.97,-0.55
0.5,0.8,32.0,10,2.0,0.02,64,35.9,0.563,-19.57,-24.7,-0.79
0.5,0.8,32.0,10,2.0,0.025,64,35.9,0.591,-19.24,-25.54,-0.75
0.5,0.8,32.0,10,2.0,0.03,64,35.9,0.624,-18.3,-26.07,-0.7
0.5,0.8,32.0,14,1.5,0.02,59,39.0,0.709,-12.41,-20.8,-0.6
0.5,0.8,32.0,14,1.5,0.025,59,39.0,0.758,-10.66,-21.15,-0.5
0.5,0.8,32.0,14,1.5,0.03,59,39.0,0.758,-10.78,-21.28,-0.51
0.5,0.8,32.0,14,2.0,0.02,59,39.0,0.586,-18.03,-23.26,-0.78
0.5,0.8,32.0,14,2.0,0.025,59,39.0,0.616,-17.56,-23.99,-0.73
0.5,0.8,32.0,14,2.0,0.03,59,39.0,0.652,-16.51,-24.45,-0.68
0.5,0.8,32.0,18,1.5,0.02,43,39.5,0.852,-4.6,-14.77,-0.31
0.5,0.8,32.0,18,1.5,0.025,43,39.5,0.916,-2.71,-15.13,-0.18
0.5,0.8,32.0,18,1.5,0.03,43,39.5,0.914,-2.83,-15.17,-0.19
0.5,0.8,32.0,18,2.0,0.02,43,39.5,0.657,-11.37,-17.88,-0.64
0.5,0.8,32.0,18,2.0,0.025,43,39.5,0.693,-10.87,-18.76,-0.58
0.5,0.8,32.0,18,2.0,0.03,43,39.5,0.736,-9.74,-19.33,-0.5
0.5,0.8,999.0,10,1.5,0.02,64,35.9,0.676,-14.24,-22.47,-0.63
0.5,0.8,999.0,10,1.5,0.025,64,35.9,0.724,-12.57,-22.84,-0.55
0.5,0.8,999.0,10,1.5,0.03,64,35.9,0.724,-12.69,-22.97,-0.55
0.5,0.8,999.0,10,2.0,0.02,64,35.9,0.563,-19.57,-24.7,-0.79
0.5,0.8,999.0,10,2.0,0.025,64,35.9,0.591,-19.24,-25.54,-0.75
0.5,0.8,999.0,10,2.0,0.03,64,35.9,0.624,-18.3,-26.07,-0.7
0.5,0.8,999.0,14,1.5,0.02,59,39.0,0.709,-12.41,-20.8,-0.6
0.5,0.8,999.0,14,1.5,0.025,59,39.0,0.758,-10.66,-21.15,-0.5
0.5,0.8,999.0,14,1.5,0.03,59,39.0,0.758,-10.78,-21.28,-0.51
0.5,0.8,999.0,14,2.0,0.02,59,39.0,0.586,-18.03,-23.26,-0.78
0.5,0.8,999.0,14,2.0,0.025,59,39.0,0.616,-17.56,-23.99,-0.73
0.5,0.8,999.0,14,2.0,0.03,59,39.0,0.652,-16.51,-24.45,-0.68
0.5,0.8,999.0,18,1.5,0.02,43,39.5,0.852,-4.6,-14.77,-0.31
0.5,0.8,999.0,18,1.5,0.025,43,39.5,0.916,-2.71,-15.13,-0.18
0.5,0.8,999.0,18,1.5,0.03,43,39.5,0.914,-2.83,-15.17,-0.19
0.5,0.8,999.0,18,2.0,0.02,43,39.5,0.657,-11.37,-17.88,-0.64
0.5,0.8,999.0,18,2.0,0.025,43,39.5,0.693,-10.87,-18.76,-0.58
0.5,0.8,999.0,18,2.0,0.03,43,39.5,0.736,-9.74,-19.33,-0.5
0.5,1.5,8.0,10,1.5,0.02,58,29.3,0.802,-9.69,-22.35,-0.43
0.5,1.5,8.0,10,1.5,0.025,58,29.3,0.839,-8.22,-23.12,-0.36
0.5,1.5,8.0,10,1.5,0.03,58,29.3,0.834,-8.55,-23.4,-0.37
0.5,1.5,8.0,10,2.0,0.02,58,29.3,0.647,-17.76,-25.91,-0.69
0.5,1.5,8.0,10,2.0,0.025,58,29.3,0.684,-16.93,-26.95,-0.63
0.5,1.5,8.0,10,2.0,0.03,58,29.3,0.72,-15.68,-27.68,-0.57
0.5,1.5,8.0,14,1.5,0.02,54,31.5,0.858,-6.63,-20.41,-0.33
0.5,1.5,8.0,14,1.5,0.025,54,31.5,0.898,-5.0,-20.79,-0.24
0.5,1.5,8.0,14,1.5,0.03,54,31.5,0.892,-5.33,-21.0,-0.25
0.5,1.5,8.0,14,2.0,0.02,54,31.5,0.684,-15.32,-24.02,-0.64
0.5,1.5,8.0,14,2.0,0.025,54,31.5,0.727,-14.01,-24.38,-0.57
0.5,1.5,8.0,14,2.0,0.03,54,31.5,0.768,-12.45,-24.91,-0.5
0.5,1.5,8.0,18,1.5,0.02,40,37.5,1.098,3.46,-14.56,0.24
0.5,1.5,8.0,18,1.5,0.025,40,37.5,1.156,5.77,-14.79,0.39
0.5,1.5,8.0,18,1.5,0.03,40,37.5,1.15,5.6,-14.79,0.38
0.5,1.5,8.0,18,2.0,0.02,40,37.5,0.851,-5.53,-17.22,-0.32
0.5,1.5,8.0,18,2.0,0.025,40,37.5,0.906,-3.74,-17.83,-0.21
0.5,1.5,8.0,18,2.0,0.03,40,37.5,0.961,-1.65,-18.52,-0.09
0.5,1.5,16.0,10,1.5,0.02,58,29.3,0.749,-12.07,-22.69,-0.53
0.5,1.5,16.0,10,1.5,0.025,58,29.3,0.782,-10.88,-23.46,-0.46
0.5,1.5,16.0,10,1.5,0.03,58,29.3,0.778,-11.21,-23.74,-0.47
0.5,1.5,16.0,10,2.0,0.02,58,29.3,0.606,-19.52,-26.23,-0.74
0.5,1.5,16.0,10,2.0,0.025,58,29.3,0.638,-19.02,-27.27,-0.7
0.5,1.5,16.0,10,2.0,0.03,58,29.3,0.67,-18.07,-28.0,-0.65
0.5,1.5,16.0,14,1.5,0.02,54,31.5,0.802,-9.1,-20.41,-0.45
0.5,1.5,16.0,14,1.5,0.025,54,31.5,0.838,-7.74,-20.79,-0.37
0.5,1.5,16.0,14,1.5,0.03,54,31.5,0.833,-8.09,-21.06,-0.38
0.5,1.5,16.0,14,2.0,0.02,54,31.5,0.641,-17.13,-24.04,-0.71
0.5,1.5,16.0,14,2.0,0.025,54,31.5,0.68,-16.18,-24.72,-0.65
0.5,1.5,16.0,14,2.0,0.03,54,31.5,0.716,-14.93,-25.24,-0.59
0.5,1.5,16.0,18,1.5,0.02,40,37.5,1.021,0.73,-14.56,0.05
0.5,1.5,16.0,18,1.5,0.025,40,37.5,1.075,2.71,-14.79,0.18
0.5,1.5,16.0,18,1.5,0.03,40,37.5,1.069,2.53,-14.85,0.17
0.5,1.5,16.0,18,2.0,0.02,40,37.5,0.793,-7.55,-17.25,-0.44
0.5,1.5,16.0,18,2.0,0.025,40,37.5,0.842,-6.16,-18.19,-0.34
0.5,1.5,16.0,18,2.0,0.03,40,37.5,0.892,-4.43,-18.88,-0.23
0.5,1.5,32.0,10,1.5,0.02,58,29.3,0.749,-12.07,-22.69,-0.53
0.5,1.5,32.0,10,1.5,0.025,58,29.3,0.782,-10.88,-23.46,-0.46
0.5,1.5,32.0,10,1.5,0.03,58,29.3,0.778,-11.21,-23.74,-0.47
0.5,1.5,32.0,10,2.0,0.02,58,29.3,0.606,-19.52,-26.23,-0.74
0.5,1.5,32.0,10,2.0,0.025,58,29.3,0.638,-19.02,-27.27,-0.7
0.5,1.5,32.0,10,2.0,0.03,58,29.3,0.67,-18.07,-28.0,-0.65
0.5,1.5,32.0,14,1.5,0.02,54,31.5,0.802,-9.1,-20.41,-0.45
0.5,1.5,32.0,14,1.5,0.025,54,31.5,0.838,-7.74,-20.79,-0.37
0.5,1.5,32.0,14,1.5,0.03,54,31.5,0.833,-8.09,-21.06,-0.38
0.5,1.5,32.0,14,2.0,0.02,54,31.5,0.641,-17.13,-24.04,-0.71
0.5,1.5,32.0,14,2.0,0.025,54,31.5,0.68,-16.18,-24.72,-0.65
0.5,1.5,32.0,14,2.0,0.03,54,31.5,0.716,-14.93,-25.24,-0.59
0.5,1.5,32.0,18,1.5,0.02,40,37.5,1.021,0.73,-14.56,0.05
0.5,1.5,32.0,18,1.5,0.025,40,37.5,1.075,2.71,-14.79,0.18
0.5,1.5,32.0,18,1.5,0.03,40,37.5,1.069,2.53,-14.85,0.17
0.5,1.5,32.0,18,2.0,0.02,40,37.5,0.793,-7.55,-17.25,-0.44
0.5,1.5,32.0,18,2.0,0.025,40,37.5,0.842,-6.16,-18.19,-0.34
0.5,1.5,32.0,18,2.0,0.03,40,37.5,0.892,-4.43,-18.88,-0.23
0.5,1.5,999.0,10,1.5,0.02,58,29.3,0.749,-12.07,-22.69,-0.53
0.5,1.5,999.0,10,1.5,0.025,58,29.3,0.782,-10.88,-23.46,-0.46
0.5,1.5,999.0,10,1.5,0.03,58,29.3,0.778,-11.21,-23.74,-0.47
0.5,1.5,999.0,10,2.0,0.02,58,29.3,0.606,-19.52,-26.23,-0.74
0.5,1.5,999.0,10,2.0,0.025,58,29.3,0.638,-19.02,-27.27,-0.7
0.5,1.5,999.0,10,2.0,0.03,58,29.3,0.67,-18.07,-28.0,-0.65
0.5,1.5,999.0,14,1.5,0.02,54,31.5,0.802,-9.1,-20.41,-0.45
0.5,1.5,999.0,14,1.5,0.025,54,31.5,0.838,-7.74,-20.79,-0.37
0.5,1.5,999.0,14,1.5,0.03,54,31.5,0.833,-8.09,-21.06,-0.38
0.5,1.5,999.0,14,2.0,0.02,54,31.5,0.641,-17.13,-24.04,-0.71
0.5,1.5,999.0,14,2.0,0.025,54,31.5,0.68,-16.18,-24.72,-0.65
0.5,1.5,999.0,14,2.0,0.03,54,31.5,0.716,-14.93,-25.24,-0.59
0.5,1.5,999.0,18,1.5,0.02,40,37.5,1.021,0.73,-14.56,0.05
0.5,1.5,999.0,18,1.5,0.025,40,37.5,1.075,2.71,-14.79,0.18
0.5,1.5,999.0,18,1.5,0.03,40,37.5,1.069,2.53,-14.85,0.17
0.5,1.5,999.0,18,2.0,0.02,40,37.5,0.793,-7.55,-17.25,-0.44
0.5,1.5,999.0,18,2.0,0.025,40,37.5,0.842,-6.16,-18.19,-0.34
0.5,1.5,999.0,18,2.0,0.03,40,37.5,0.892,-4.43,-18.88,-0.23
1.0,0.3,8.0,10,1.5,0.02,63,52.4,0.845,-7.64,-19.99,-0.38
1.0,0.3,8.0,10,1.5,0.025,63,52.4,0.897,-5.25,-20.45,-0.26
1.0,0.3,8.0,10,1.5,0.03,63,52.4,0.906,-4.85,-20.5,-0.24
1.0,0.3,8.0,10,2.0,0.02,63,57.1,0.798,-10.16,-20.53,-0.49
1.0,0.3,8.0,10,2.0,0.025,63,57.1,0.83,-9.05,-21.35,-0.42
1.0,0.3,8.0,10,2.0,0.03,63,57.1,0.873,-7.06,-21.81,-0.32
1.0,0.3,8.0,14,1.5,0.02,58,51.7,0.822,-8.63,-20.85,-0.41
1.0,0.3,8.0,14,1.5,0.025,58,51.7,0.875,-6.31,-21.34,-0.3
1.0,0.3,8.0,14,1.5,0.03,58,51.7,0.883,-5.91,-21.39,-0.28
