em,at,pb,mb,pm,sl,tp,ta,td,rl,rh,rs,rx,vm,dl,ds,pf,wr,np,n,dd
50,28,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2122379504396752,47.05882352941176,2.1268381976601267,17,-3.28887634194944
34,20,0.15,0.15,2.0,2.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2114046342297982,51.28205128205128,4.526785905617344,39,-8.99685903567075
50,28,0.15,0.15,2.0,2.0,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2113037142140652,46.15384615384615,1.581817185744876,13,-3.062679780281905
50,28,0.1,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2111035184904528,50.0,1.352939813097619,12,-3.094114766377789
50,33,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2105380621576611,40.0,2.028302550678982,15,-5.1352560634352615
50,33,0.15,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2105380621576611,40.0,2.028302550678982,15,-5.1352560634352615
50,25,0.25,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2077970472701602,47.61904761904761,2.53045814021898,21,-2.4141317918569483
34,28,0.15,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2060244960799076,61.904761904761905,1.7488831190788188,21,-2.0416084877277108
50,20,0.25,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.204968924097453,58.18181818181818,5.562909242896112,55,-10.173561896256807
50,25,0.15,0.15,2.0,1.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.204823843760615,35.483870967741936,4.760407193587925,31,-7.494666390875539
