ema_slope,vol_mult,pb_pct,adx_thresh,tp,risk,n,wr,pf,ret,mdd,calmar
1,0.9,0.2,18,16.0,0.025,13,7.7,0.388,-12.47,-12.47,-1.0
1,0.9,0.2,18,16.0,0.03,13,7.7,0.388,-12.47,-12.47,-1.0
1,0.8,0.15,18,12.0,0.03,12,8.3,0.318,-12.69,-12.69,-1.0
1,0.8,0.15,18,12.0,0.025,12,8.3,0.318,-12.69,-12.69,-1.0
1,0.9,0.2,18,14.0,0.02,13,7.7,0.343,-13.11,-13.11,-1.0
1,0.8,0.2,18,16.0,0.02,14,7.1,0.367,-13.41,-13.58,-0.99
1,0.9,0.2,18,14.0,0.025,13,7.7,0.338,-13.43,-13.43,-1.0
1,0.9,0.2,18,14.0,0.03,13,7.7,0.338,-13.43,-13.43,-1.0
1,1.2,0.2,18,20.0,0.02,8,0.0,0.0,-13.53,-13.53,-1.0
1,1.2,0.15,18,20.0,0.02,8,0.0,0.0,-13.53,-13.53,-1.0
1,0.8,0.2,18,16.0,0.025,14,7.1,0.362,-13.73,-13.73,-1.0
1,0.8,0.2,18,16.0,0.03,14,7.1,0.362,-13.73,-13.73,-1.0
1,1.2,0.2,18,20.0,0.025,8,0.0,0.0,-13.85,-13.85,-1.0
1,1.2,0.15,18,20.0,0.025,8,0.0,0.0,-13.85,-13.85,-1.0
1,1.2,0.15,18,20.0,0.03,8,0.0,0.0,-13.85,-13.85,-1.0
1,1.2,0.2,18,20.0,0.03,8,0.0,0.0,-13.85,-13.85,-1.0
1,0.9,0.2,18,12.0,0.02,13,7.7,0.292,-14.08,-14.08,-1.0
1,0.8,0.2,18,14.0,0.02,14,7.1,0.32,-14.37,-14.37,-1.0
1,0.9,0.2,18,12.0,0.025,13,7.7,0.287,-14.4,-14.4,-1.0
1,0.9,0.2,18,12.0,0.03,13,7.7,0.287,-14.4,-14.4,-1.0
1,0.8,0.2,18,14.0,0.03,14,7.1,0.315,-14.68,-14.68,-1.0
1,0.8,0.2,18,14.0,0.025,14,7.1,0.315,-14.68,-14.68,-1.0
1,0.8,0.2,18,12.0,0.02,14,7.1,0.272,-15.32,-15.32,-1.0
1,0.8,0.2,18,12.0,0.025,14,7.1,0.268,-15.63,-15.63,-1.0
1,0.8,0.2,18,12.0,0.03,14,7.1,0.268,-15.63,-15.63,-1.0
0,1.2,0.2,18,20.0,0.02,10,0.0,0.0,-16.09,-16.09,-1.0
0,1.2,0.15,18,20.0,0.02,10,0.0,0.0,-16.09,-16.09,-1.0
1,1.0,0.15,18,20.0,0.02,10,0.0,0.0,-16.19,-16.19,-1.0
0,1.0,0.15,18,20.0,0.02,10,0.0,0.0,-16.22,-16.22,-1.0
1,1.0,0.15,18,20.0,0.025,10,0.0,0.0,-16.5,-16.5,-1.0
1,1.0,0.15,18,20.0,0.03,10,0.0,0.0,-16.5,-16.5,-1.0
0,1.2,0.15,18,20.0,0.03,10,0.0,0.0,-16.5,-16.5,-1.0
0,1.2,0.2,18,20.0,0.03,10,0.0,0.0,-16.5,-16.5,-1.0
0,1.2,0.2,18,20.0,0.025,10,0.0,0.0,-16.5,-16.5,-1.0
0,1.2,0.15,18,20.0,0.025,10,0.0,0.0,-16.5,-16.5,-1.0
0,1.0,0.15,18,20.0,0.025,10,0.0,0.0,-16.62,-16.62,-1.0
0,1.0,0.15,18,20.0,0.03,10,0.0,0.0,-16.62,-16.62,-1.0
1,1.0,0.2,18,20.0,0.02,11,0.0,0.0,-17.38,-17.38,-1.0
0,1.0,0.2,18,20.0,0.02,11,0.0,0.0,-17.41,-17.41,-1.0
1,1.0,0.2,18,20.0,0.03,11,0.0,0.0,-17.69,-17.69,-1.0
1,1.0,0.2,18,20.0,0.025,11,0.0,0.0,-17.69,-17.69,-1.0
0,1.0,0.2,18,20.0,0.025,11,0.0,0.0,-17.81,-17.81,-1.0
0,1.0,0.2,18,20.0,0.03,11,0.0,0.0,-17.81,-17.81,-1.0
1,0.9,0.15,18,20.0,0.02,11,0.0,0.0,-17.85,-17.85,-1.0
0,0.9,0.15,18,20.0,0.02,11,0.0,0.0,-17.88,-17.88,-1.0
1,0.9,0.15,18,20.0,0.03,11,0.0,0.0,-18.15,-18.15,-1.0
1,0.9,0.15,18,20.0,0.025,11,0.0,0.0,-18.15,-18.15,-1.0
0,0.9,0.15,18,20.0,0.03,11,0.0,0.0,-18.28,-18.28,-1.0
0,0.9,0.15,18,20.0,0.025,11,0.0,0.0,-18.28,-18.28,-1.0
1,0.8,0.15,18,20.0,0.02,12,0.0,0.0,-19.04,-19.04,-1.0
0,0.8,0.15,18,20.0,0.02,12,0.0,0.0,-19.06,-19.06,-1.0
1,0.8,0.15,18,20.0,0.025,12,0.0,0.0,-19.34,-19.34,-1.0
1,0.8,0.15,18,20.0,0.03,12,0.0,0.0,-19.34,-19.34,-1.0
0,0.8,0.15,18,20.0,0.03,12,0.0,0.0,-19.46,-19.46,-1.0
0,0.8,0.15,18,20.0,0.025,12,0.0,0.0,-19.46,-19.46,-1.0
1,0.9,0.2,18,20.0,0.02,13,0.0,0.0,-20.62,-20.62,-1.0
0,0.9,0.2,18,20.0,0.02,13,0.0,0.0,-20.64,-20.64,-1.0
1,0.9,0.2,18,20.0,0.025,13,0.0,0.0,-20.91,-20.91,-1.0
1,0.9,0.2,18,20.0,0.03,13,0.0,0.0,-20.91,-20.91,-1.0
0,0.9,0.2,18,20.0,0.03,13,0.0,0.0,-21.03,-21.03,-1.0
0,0.9,0.2,18,20.0,0.025,13,0.0,0.0,-21.03,-21.03,-1.0
1,0.8,0.2,18,20.0,0.02,14,0.0,0.0,-21.76,-21.76,-1.0
0,0.8,0.2,18,20.0,0.02,14,0.0,0.0,-21.79,-21.79,-1.0
1,0.8,0.2,18,20.0,0.03,14,0.0,0.0,-22.05,-22.05,-1.0
1,0.8,0.2,18,20.0,0.025,14,0.0,0.0,-22.05,-22.05,-1.0
0,0.8,0.2,18,20.0,0.025,14,0.0,0.0,-22.17,-22.17,-1.0
0,0.8,0.2,18,20.0,0.03,14,0.0,0.0,-22.17,-22.17,-1.0
